"","species","genus","family","species.relative","genus.relative","family.in.genus.list","output.note"
"319","Actinidia arguta","Actinidia","Actinidiaceae",NA,NA,NA,"present in megatree"
"320","Actinidia callosa","Actinidia","Actinidiaceae",NA,NA,NA,"present in megatree"
"321","Actinidia rufa","Actinidia","Actinidiaceae",NA,NA,NA,"present in megatree"
"322","Actinodaphne acuminata","Actinodaphne","Lauraceae",NA,NA,NA,"insertion based on genus"
"323","Actinodaphne angustifolia","Actinodaphne","Lauraceae",NA,NA,NA,"insertion based on genus"
"324","Actinodaphne borneensis","Actinodaphne","Lauraceae",NA,NA,NA,"insertion based on genus"
"325","Actinodaphne hookeri","Actinodaphne","Lauraceae",NA,NA,NA,"insertion based on genus"
"326","Actinodaphne macrophylla","Actinodaphne","Lauraceae",NA,NA,NA,"present in megatree"
"327","Actinodaphne obovata","Actinodaphne","Lauraceae",NA,NA,NA,"present in megatree"
"328","Actinokentia divaricata","Actinokentia","Arecaceae",NA,NA,NA,"present in megatree"
"329","Actinostemon amazonicus","Actinostemon","Euphorbiaceae",NA,NA,NA,"present in megatree"
"330","Actinotus helianthi","Actinotus","Apiaceae",NA,NA,NA,"present in megatree"
"331","Actinotus minor","Actinotus","Apiaceae",NA,NA,NA,"insertion based on genus"
"332","Actinotus novae-zelandiae","Actinotus","Apiaceae",NA,NA,NA,"insertion based on genus"
"333","Adansonia digitata","Adansonia","Malvaceae",NA,NA,NA,"present in megatree"
"334","Adelia ricinella","Adelia","Euphorbiaceae",NA,NA,NA,"present in megatree"
"335","Adelobotrys adscendens","Adelobotrys","Melastomataceae",NA,NA,NA,"present in megatree"
"336","Adenanthera pavonina","Adenanthera","Fabaceae",NA,NA,NA,"present in megatree"
"337","Adenaria floribunda","Adenaria","Lythraceae",NA,NA,NA,"present in megatree"
"338","Adenia cissampeloides","Adenia","Passifloraceae",NA,NA,NA,"present in megatree"
"339","Adenia heterophylla","Adenia","Passifloraceae",NA,NA,NA,"insertion based on genus"
"340","Adenia rumicifolia","Adenia","Passifloraceae",NA,NA,NA,"insertion based on genus"
"341","Adenocalymma albiflorum","Adenocalymma","Bignoniaceae",NA,NA,NA,"insertion based on genus"
"342","Adenocalymma cladotrichum","Adenocalymma","Bignoniaceae",NA,NA,NA,"insertion based on genus"
"343","Adenocalymma moringifolium","Adenocalymma","Bignoniaceae",NA,NA,NA,"present in megatree"
"344","Adenocalymma racemosum","Adenocalymma","Bignoniaceae",NA,NA,NA,"insertion based on genus"
"345","Adenocalymma saulense","Adenocalymma","Bignoniaceae",NA,NA,NA,"insertion based on genus"
"346","Adenochilus gracilis","Adenochilus","Orchidaceae",NA,NA,NA,"insertion based on genus"
"347","Adenostyles alliariae","Adenostyles","Asteraceae",NA,NA,NA,"present in megatree"
"348","Adenostyles leucophylla","Adenostyles","Asteraceae",NA,NA,NA,"present in megatree"
"349","Adinandra acuminata","Adinandra","Pentaphylacaceae",NA,NA,NA,"present in megatree"
"350","Adinandra formosana","Adinandra","Pentaphylacaceae",NA,NA,NA,"present in megatree"
"351","Adinandra integerrima","Adinandra","Pentaphylacaceae",NA,NA,NA,"insertion based on genus"
"352","Adinandra sarosanthera","Adinandra","Pentaphylacaceae",NA,NA,NA,"insertion based on genus"
"353","Adiscanthus fusciflorus","Adiscanthus","Rutaceae",NA,NA,NA,"present in megatree"
"354","Adonidia merrillii","Adonidia","Arecaceae",NA,NA,NA,"present in megatree"
"355","Adonis vernalis","Adonis","Ranunculaceae",NA,NA,NA,"present in megatree"
"356","Adoxa moschatellina","Adoxa","Adoxaceae",NA,NA,NA,"present in megatree"
"357","Adriana quadripartita","Adriana","Euphorbiaceae",NA,NA,NA,"present in megatree"
"358","Adriana urticoides","Adriana","Euphorbiaceae",NA,NA,NA,"present in megatree"
"359","Aechmea aquilega","Aechmea","Bromeliaceae",NA,NA,NA,"present in megatree"
"360","Aechmea bracteata","Aechmea","Bromeliaceae",NA,NA,NA,"insertion based on genus"
"361","Aechmea calyculata","Aechmea","Bromeliaceae",NA,NA,NA,"present in megatree"
"362","Aechmea dichlamydea","Aechmea","Bromeliaceae",NA,NA,NA,"present in megatree"
"363","Aechmea distichantha","Aechmea","Bromeliaceae",NA,NA,NA,"present in megatree"
"364","Aechmea fendleri","Aechmea","Bromeliaceae",NA,NA,NA,"insertion based on genus"
"365","Aechmea magdalenae","Aechmea","Bromeliaceae",NA,NA,NA,"present in megatree"
"366","Aechmea mertensii","Aechmea","Bromeliaceae",NA,NA,NA,"present in megatree"
"367","Aechmea nudicaulis","Aechmea","Bromeliaceae",NA,NA,NA,"present in megatree"
"368","Aechmea pubescens","Aechmea","Bromeliaceae",NA,NA,NA,"present in megatree"
"369","Aechmea recurvata","Aechmea","Bromeliaceae",NA,NA,NA,"present in megatree"
"370","Aechmea rubiginosa","Aechmea","Bromeliaceae",NA,NA,NA,"insertion based on genus"
"371","Aechmea tillandsioides","Aechmea","Bromeliaceae",NA,NA,NA,"insertion based on genus"
"372","Aechmea tonduzii","Aechmea","Bromeliaceae",NA,NA,NA,"insertion based on genus"
"373","Aegiceras corniculatum","Aegiceras","Primulaceae",NA,NA,NA,"present in megatree"
"374","Aegiceras floridum","Aegiceras","Primulaceae",NA,NA,NA,"insertion based on genus"
"375","Aegilops cylindrica","Aegilops","Poaceae",NA,NA,NA,"present in megatree"
"376","Aegilops geniculata","Aegilops","Poaceae",NA,NA,NA,"present in megatree"
"377","Aegilops neglecta","Aegilops","Poaceae",NA,NA,NA,"present in megatree"
"378","Aegilops ovata","Aegilops","Poaceae",NA,NA,NA,"insertion based on genus"
"379","Aegilops triuncialis","Aegilops","Poaceae",NA,NA,NA,"present in megatree"
"380","Aegilops ventricosa","Aegilops","Poaceae",NA,NA,NA,"present in megatree"
"381","Aegiphila cephalophora","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"382","Aegiphila costaricensis","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"383","Aegiphila cuatrecasasii","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"384","Aegiphila deppeana","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"385","Aegiphila elata","Aegiphila","Lamiaceae",NA,NA,NA,"present in megatree"
"386","Aegiphila integrifolia","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"387","Aegiphila laevis","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"388","Aegiphila martinicensis","Aegiphila","Lamiaceae",NA,NA,NA,"present in megatree"
"389","Aegiphila membranacea","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"390","Aegiphila mollis","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"391","Aegiphila monstrosa","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"392","Aegiphila panamensis","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"393","Aegiphila racemosa","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"394","Aegiphila sellowiana","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"395","Aegiphila verticillata","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"396","Aegiphila villosa","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"397","Aegiphila vitelliniflora","Aegiphila","Lamiaceae",NA,NA,NA,"insertion based on genus"
"398","Aeglopsis eggelingii","Aeglopsis","Rutaceae",NA,NA,NA,"insertion based on genus"
"399","Aegonychon purpurea-coeruleum","Aegonychon","Boraginaceae",NA,NA,NA,"insertion based on genus"
"400","Aegopodium podagraria","Aegopodium","Apiaceae",NA,NA,NA,"present in megatree"
"401","Aerva javanica","Aerva","Amaranthaceae",NA,NA,NA,"present in megatree"
"402","Aeschynanthus albidus","Aeschynanthus","Gesneriaceae",NA,NA,NA,"insertion based on genus"
"403","Aeschynanthus volubilis","Aeschynanthus","Gesneriaceae",NA,NA,NA,"insertion based on genus"
"404","Aesculus californica","Aesculus","Sapindaceae",NA,NA,NA,"present in megatree"
"405","Aesculus glabra","Aesculus","Sapindaceae",NA,NA,NA,"present in megatree"
"406","Aesculus hippocastanum","Aesculus","Sapindaceae",NA,NA,NA,"present in megatree"
"407","Aesculus turbinata","Aesculus","Sapindaceae",NA,NA,NA,"present in megatree"
"408","Aetheorhiza bulbosa","Aetheorhiza","Asteraceae",NA,NA,NA,"insertion based on family"
"409","Aethionema saxatile","Aethionema","Brassicaceae",NA,NA,NA,"present in megatree"
"410","Aethusa cynapium","Aethusa","Apiaceae",NA,NA,NA,"present in megatree"
"411","Aextoxicon punctatum","Aextoxicon","Aextoxicaceae",NA,NA,NA,"present in megatree"
"412","Afraegle paniculata","Afraegle","Rutaceae",NA,NA,NA,"present in megatree"
"413","Aframomum leptolepis","Aframomum","Zingiberaceae",NA,NA,NA,"present in megatree"
"414","Afrobrunnichia africana","Afrobrunnichia","Polygonaceae",NA,NA,NA,"insertion based on genus"
"415","Afrocanthium lactescens","Afrocanthium","Rubiaceae",NA,NA,NA,"present in megatree"
"416","Afrocanthium salubenii","Afrocanthium","Rubiaceae",NA,NA,NA,"insertion based on genus"
"417","Afrocarpus dawei","Afrocarpus","Podocarpaceae",NA,NA,NA,"insertion based on genus"
"418","Afrocarpus falcatus","Afrocarpus","Podocarpaceae",NA,NA,NA,"insertion based on genus"
"419","Afrocarpus gracilior","Afrocarpus","Podocarpaceae",NA,NA,NA,"present in megatree"
"420","Afroligusticum petitianum","Afroligusticum","Apiaceae",NA,NA,NA,"present in megatree"
"421","Afzelia quanzensis","Afzelia","Fabaceae",NA,NA,NA,"present in megatree"
"422","Agalinis gattingeri","Agalinis","Orobanchaceae",NA,NA,NA,"present in megatree"
"423","Aganope heptaphylla","Aganope","Fabaceae",NA,NA,NA,"present in megatree"
"424","Aganope thyrsiflora","Aganope","Fabaceae",NA,NA,NA,"present in megatree"
"425","Agarista buxifolia","Agarista","Ericaceae",NA,NA,NA,"insertion based on genus"
"426","Agarista populifolia","Agarista","Ericaceae",NA,NA,NA,"present in megatree"
"427","Agarista salicifolia","Agarista","Ericaceae",NA,NA,NA,"insertion based on genus"
"428","Agathis atropurpurea","Agathis","Araucariaceae",NA,NA,NA,"present in megatree"
"429","Agathis australis","Agathis","Araucariaceae",NA,NA,NA,"present in megatree"
"430","Agathis macrophylla","Agathis","Araucariaceae",NA,NA,NA,"present in megatree"
"431","Agathis microstachya","Agathis","Araucariaceae",NA,NA,NA,"present in megatree"
"432","Agathis moorei","Agathis","Araucariaceae",NA,NA,NA,"present in megatree"
"433","Agathis robusta","Agathis","Araucariaceae",NA,NA,NA,"present in megatree"
"434","Agave vivipara","Agave","Asparagaceae",NA,NA,NA,"insertion based on genus"
"435","Agdestis clematidea","Agdestis","Phytolaccaceae",NA,NA,NA,"insertion based on family"
"436","Agelaea pentagyna","Agelaea","Connaraceae",NA,NA,NA,"present in megatree"
"437","Agelanthus deltae","Agelanthus","Loranthaceae",NA,NA,NA,"insertion based on genus"
"438","Agelanthus flammeus","Agelanthus","Loranthaceae",NA,NA,NA,"insertion based on genus"
"439","Agelanthus fuellebornii","Agelanthus","Loranthaceae",NA,NA,NA,"insertion based on genus"
"440","Agelanthus gracilis","Agelanthus","Loranthaceae",NA,NA,NA,"insertion based on genus"
"441","Agelanthus longipes","Agelanthus","Loranthaceae",NA,NA,NA,"insertion based on genus"
"442","Agelanthus lugardii","Agelanthus","Loranthaceae",NA,NA,NA,"insertion based on genus"
"443","Agelanthus pilosus","Agelanthus","Loranthaceae",NA,NA,NA,"insertion based on genus"
"444","Agelanthus pungu","Agelanthus","Loranthaceae",NA,NA,NA,"insertion based on genus"
"445","Agelanthus sansibarensis","Agelanthus","Loranthaceae",NA,NA,NA,"present in megatree"
"446","Agelanthus subulatus","Agelanthus","Loranthaceae",NA,NA,NA,"insertion based on genus"
"447","Ageratina altissima","Ageratina","Asteraceae",NA,NA,NA,"insertion based on genus"
"448","Ageratina atrocordata","Ageratina","Asteraceae",NA,NA,NA,"insertion based on genus"
"449","Ageratina grandifolia","Ageratina","Asteraceae",NA,NA,NA,"insertion based on genus"
"450","Ageratina mairetiana","Ageratina","Asteraceae",NA,NA,NA,"insertion based on genus"
"451","Ageratina pazcuarensis","Ageratina","Asteraceae",NA,NA,NA,"insertion based on genus"
"452","Ageratum conyzoides","Ageratum","Asteraceae",NA,NA,NA,"present in megatree"
"453","Ageratum houstonianum","Ageratum","Asteraceae",NA,NA,NA,"present in megatree"
"454","Aglaia argentea","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"455","Aglaia australiensis","Aglaia","Meliaceae",NA,NA,NA,"insertion based on genus"
"456","Aglaia brassii","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"457","Aglaia brownii","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"458","Aglaia elaeagnoidea","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"459","Aglaia elliptica","Aglaia","Meliaceae",NA,NA,NA,"insertion based on genus"
"460","Aglaia euryanthera","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"461","Aglaia heterotricha","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"462","Aglaia korthalsii","Aglaia","Meliaceae",NA,NA,NA,"insertion based on genus"
"463","Aglaia lawii","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"464","Aglaia mackiana","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"465","Aglaia mariannensis","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"466","Aglaia meridionalis","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"467","Aglaia odoratissima","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"468","Aglaia rubiginosa","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"469","Aglaia sapindina","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"470","Aglaia silvestris","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"471","Aglaia speciosa","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"472","Aglaia spectabilis","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"473","Aglaia subcuprea","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"474","Aglaia teysmanniana","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"475","Aglaia tomentosa","Aglaia","Meliaceae",NA,NA,NA,"present in megatree"
"476","Aglaonema commutatum","Aglaonema","Araceae",NA,NA,NA,"insertion based on genus"
"477","Aglaonema modestum","Aglaonema","Araceae",NA,NA,NA,"present in megatree"
"478","Agonandra brasiliensis","Agonandra","Opiliaceae",NA,NA,NA,"insertion based on genus"
"479","Agonandra excelsa","Agonandra","Opiliaceae",NA,NA,NA,"insertion based on genus"
"480","Agonandra macrocarpa","Agonandra","Opiliaceae",NA,NA,NA,"present in megatree"
"481","Agonandra peruviana","Agonandra","Opiliaceae",NA,NA,NA,"insertion based on genus"
"482","Agonandra silvatica","Agonandra","Opiliaceae",NA,NA,NA,"present in megatree"
"483","Agoseris heterophylla","Agoseris","Asteraceae",NA,NA,NA,"present in megatree"
"484","Agouticarpa isernii","Agouticarpa","Rubiaceae",NA,NA,NA,"insertion based on genus"
"485","Agouticarpa velutina","Agouticarpa","Rubiaceae",NA,NA,NA,"insertion based on genus"
"486","Agraulus pallidus","Agraulus","Poaceae",NA,NA,NA,"insertion based on family"
"487","Agrimonia eupatoria","Agrimonia","Rosaceae",NA,NA,NA,"present in megatree"
"488","Agrimonia pilosa","Agrimonia","Rosaceae",NA,NA,NA,"present in megatree"
"489","Agrimonia procera","Agrimonia","Rosaceae",NA,NA,NA,"insertion based on genus"
"490","Agrimonia repens","Agrimonia","Rosaceae",NA,NA,NA,"insertion based on genus"
"491","Agropyron cristatum","Agropyron","Poaceae",NA,NA,NA,"present in megatree"
"492","Agrostemma githago","Agrostemma","Caryophyllaceae",NA,NA,NA,"present in megatree"
"493","Agrostis agrostiflora","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"494","Agrostis canina","Agrostis","Poaceae",NA,NA,NA,"present in megatree"
"495","Agrostis capillaris","Agrostis","Poaceae",NA,NA,NA,"present in megatree"
"496","Agrostis castellana","Agrostis","Poaceae",NA,NA,NA,"present in megatree"
"497","Agrostis clavata","Agrostis","Poaceae",NA,NA,NA,"present in megatree"
"498","Agrostis curtisii","Agrostis","Poaceae",NA,NA,NA,"present in megatree"
"499","Agrostis dyeri","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"500","Agrostis gigantea","Agrostis","Poaceae",NA,NA,NA,"present in megatree"
"501","Agrostis imbecilla","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"502","Agrostis magellanica","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"503","Agrostis muelleriana","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"504","Agrostis muscosa","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"505","Agrostis oresbia","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"506","Agrostis pallescens","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"507","Agrostis personata","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"508","Agrostis petriei","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"509","Agrostis rupestris","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"510","Agrostis scabra","Agrostis","Poaceae",NA,NA,NA,"present in megatree"
"511","Agrostis stolonifera","Agrostis","Poaceae",NA,NA,NA,"present in megatree"
"512","Agrostis subulata","Agrostis","Poaceae",NA,NA,NA,"insertion based on genus"
"513","Agrostis vinealis","Agrostis","Poaceae",NA,NA,NA,"present in megatree"
"514","Agrostistachys indica","Agrostistachys","Euphorbiaceae",NA,NA,NA,"insertion based on genus"
"515","Aidia cochinchinensis","Aidia","Rubiaceae",NA,NA,NA,"insertion based on genus"
"516","Aidia densiflora","Aidia","Rubiaceae",NA,NA,NA,"insertion based on genus"
"517","Aidia genipiflora","Aidia","Rubiaceae",NA,NA,NA,"insertion based on genus"
"518","Aidia micrantha","Aidia","Rubiaceae",NA,NA,NA,"present in megatree"
"519","Aidia racemosa","Aidia","Rubiaceae",NA,NA,NA,"insertion based on genus"
"520","Ailanthus altissima","Ailanthus","Simaroubaceae",NA,NA,NA,"present in megatree"
"521","Ailanthus excelsa","Ailanthus","Simaroubaceae",NA,NA,NA,"insertion based on genus"
"522","Ailanthus integrifolia","Ailanthus","Simaroubaceae",NA,NA,NA,"present in megatree"
"523","Ailanthus triphysa","Ailanthus","Simaroubaceae",NA,NA,NA,"present in megatree"
"524","Aiouea amoena","Aiouea","Lauraceae",NA,NA,NA,"present in megatree"
"525","Aiouea areolata","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"526","Aiouea effusa","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"527","Aiouea glaziovii","Aiouea","Lauraceae",NA,NA,NA,"present in megatree"
"528","Aiouea grandifolia","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"529","Aiouea guianensis","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"530","Aiouea impressa","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"531","Aiouea laevis","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"532","Aiouea lehmannii","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"533","Aiouea longipetiolata","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"534","Aiouea maguireana","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"535","Aiouea montana","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"536","Aiouea myristicoides","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"537","Aiouea napoensis","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"538","Aiouea neurophylla","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
"539","Aiouea opaca","Aiouea","Lauraceae",NA,NA,NA,"insertion based on genus"
